
INSERT INTO jugador VALUES(10000, 'Mario', 'Argul', 'Acosta', TO_DATE('1983-8-2', 'YYYY-MM-DD'),1, 'PORTERO','0');
INSERT INTO jugador VALUES(10504, 'Aarón', 'Piccini', 'Queijo', TO_DATE('1992-10-15', 'YYYY-MM-DD'),22, 'PORTERO','21');
INSERT INTO jugador VALUES(10505, 'Barad', 'Nebot', 'Gamboa', TO_DATE('1991-3-23', 'YYYY-MM-DD'),23, 'DEFENSA','21');
INSERT INTO jugador VALUES(10506, 'Irvin', 'Mascheroni', 'Perez', TO_DATE('1992-3-13', 'YYYY-MM-DD'),1, 'PORTERO','22');
INSERT INTO jugador VALUES(10507, 'Nil', 'Varela', 'Techera', TO_DATE('1985-8-18', 'YYYY-MM-DD'),2, 'DEFENSA','22');
INSERT INTO jugador VALUES(10508, 'Aarón', 'Rivera', 'Gutierrez', TO_DATE('1986-9-1', 'YYYY-MM-DD'),3, 'DEFENSA','22');
INSERT INTO jugador VALUES(10509, 'Ángel', 'Irureta', 'Mello', TO_DATE('1984-1-2', 'YYYY-MM-DD'),4, 'DEFENSA','22');
INSERT INTO jugador VALUES(10510, 'Thiago', 'D'imperio', 'Gioia', TO_DATE('1992-7-21', 'YYYY-MM-DD'),5, 'DEFENSA','22');
INSERT INTO jugador VALUES(10511, 'Carlos', 'Santa maria', 'Mitre', TO_DATE('1995-1-11', 'YYYY-MM-DD'),6, 'MEDIOCAMPISTA','22');
INSERT INTO jugador VALUES(10512, 'Arturo', 'Arcos', 'Benoit', TO_DATE('1989-1-5', 'YYYY-MM-DD'),7, 'MEDIOCAMPISTA','22');
INSERT INTO jugador VALUES(10513, 'Iol', 'Grecco', 'Reisch', TO_DATE('1992-7-12', 'YYYY-MM-DD'),8, 'MEDIOCAMPISTA','22');
INSERT INTO jugador VALUES(10514, 'Emiliano', 'Silva', 'Martinez', TO_DATE('1989-9-11', 'YYYY-MM-DD'),9, 'DELANTERO','22');
INSERT INTO jugador VALUES(10515, 'Bruno', 'Macias', 'Soria', TO_DATE('1989-6-11', 'YYYY-MM-DD'),10, 'DELANTERO','22');
INSERT INTO jugador VALUES(10516, 'Nil', 'Morena', 'Scalone', TO_DATE('1986-4-16', 'YYYY-MM-DD'),11, 'DELANTERO','22');
INSERT INTO jugador VALUES(10517, 'Andrés', 'Cabrera', 'De la fuente', TO_DATE('1996-1-11', 'YYYY-MM-DD'),12, 'DELANTERO','22');
INSERT INTO jugador VALUES(10518, 'Guido', 'Perez', 'Rodriguez', TO_DATE('1983-5-27', 'YYYY-MM-DD'),13, 'DELANTERO','22');
INSERT INTO jugador VALUES(10519, 'Brais', 'Ameal', 'Asole', TO_DATE('1983-10-26', 'YYYY-MM-DD'),14, 'DELANTERO','22');
INSERT INTO jugador VALUES(10520, 'Ariel', 'Lopez', 'Canavessi', TO_DATE('1984-12-8', 'YYYY-MM-DD'),15, 'DELANTERO','22');
INSERT INTO jugador VALUES(10521, 'Adael', 'Gutierrez', 'Santos', TO_DATE('1992-4-14', 'YYYY-MM-DD'),16, 'DELANTERO','22');
INSERT INTO jugador VALUES(10522, 'Brais', 'Dulinskas', 'Santellano', TO_DATE('1995-7-7', 'YYYY-MM-DD'),17, 'DELANTERO','22');
INSERT INTO jugador VALUES(10523, 'Elián', 'Sánchez', 'Lourido', TO_DATE('1988-9-19', 'YYYY-MM-DD'),18, 'DELANTERO','22');
INSERT INTO jugador VALUES(10524, 'Gabriel', 'Carrizo', 'Maccio', TO_DATE('1995-2-2', 'YYYY-MM-DD'),19, 'DELANTERO','22');
INSERT INTO jugador VALUES(10525, 'Romeo', 'Deaces', 'Marino', TO_DATE('1991-2-4', 'YYYY-MM-DD'),20, 'MEDIOCAMPISTA','22');
INSERT INTO jugador VALUES(10526, 'Miguel', 'Moreira', 'Quinteros', TO_DATE('1990-9-15', 'YYYY-MM-DD'),21, 'DEFENSA','22');
INSERT INTO jugador VALUES(10527, 'Sam', 'Soto', 'Rodriguez', TO_DATE('1995-6-28', 'YYYY-MM-DD'),22, 'DELANTERO','22');
INSERT INTO jugador VALUES(10528, 'Edgar', 'Suarez', 'Ramos', TO_DATE('1993-4-21', 'YYYY-MM-DD'),23, 'PORTERO','22');
INSERT INTO jugador VALUES(10529, 'Ian', 'Gonzalez', 'Ojeda', TO_DATE('1984-1-18', 'YYYY-MM-DD'),1, 'PORTERO','23');
INSERT INTO jugador VALUES(10530, 'Yael', 'Ferraro', 'Santos', TO_DATE('1994-2-17', 'YYYY-MM-DD'),2, 'DEFENSA','23');
INSERT INTO jugador VALUES(10531, 'Sergio', 'Areosa', 'Morosoli', TO_DATE('1996-7-13', 'YYYY-MM-DD'),3, 'DEFENSA','23');
INSERT INTO jugador VALUES(10532, 'Emiliano', 'Balsas', 'Tomas', TO_DATE('1992-9-19', 'YYYY-MM-DD'),4, 'DEFENSA','23');
INSERT INTO jugador VALUES(10533, 'Omar', 'Calandria', 'Aguerre', TO_DATE('1984-3-28', 'YYYY-MM-DD'),5, 'DEFENSA','23');
INSERT INTO jugador VALUES(10534, 'Edric', 'Cruz', 'Cabral', TO_DATE('1996-8-22', 'YYYY-MM-DD'),6, 'MEDIOCAMPISTA','23');
INSERT INTO jugador VALUES(10535, 'Thiago', 'Rodriguez', 'Barbot', TO_DATE('1991-6-18', 'YYYY-MM-DD'),7, 'MEDIOCAMPISTA','23');
INSERT INTO jugador VALUES(10536, 'Víctor', 'May', 'Quirici', TO_DATE('1996-7-5', 'YYYY-MM-DD'),8, 'MEDIOCAMPISTA','23');
INSERT INTO jugador VALUES(10537, 'Guido', 'Mayora', 'Parodi', TO_DATE('1992-6-4', 'YYYY-MM-DD'),9, 'DELANTERO','23');
INSERT INTO jugador VALUES(10538, 'Joel', 'Rossini', 'Ramos', TO_DATE('1990-11-16', 'YYYY-MM-DD'),10, 'DELANTERO','23');
INSERT INTO jugador VALUES(10539, 'Bruno', 'Martinez', 'Mendizabal', TO_DATE('1990-6-20', 'YYYY-MM-DD'),11, 'DELANTERO','23');
INSERT INTO jugador VALUES(10540, 'Edgar', 'Gimenez', 'Lotito', TO_DATE('1988-4-15', 'YYYY-MM-DD'),12, 'PORTERO','23');
INSERT INTO jugador VALUES(10541, 'Brandon', 'Nives brochi', 'Gonzalez', TO_DATE('1988-12-28', 'YYYY-MM-DD'),13, 'MEDIOCAMPISTA','23');
INSERT INTO jugador VALUES(10542, 'Jerald', 'Benoit', 'Telechea', TO_DATE('1994-7-12', 'YYYY-MM-DD'),14, 'DEFENSA','23');
INSERT INTO jugador VALUES(10543, 'Mateo', 'Varela', 'De mattos', TO_DATE('1993-9-27', 'YYYY-MM-DD'),15, 'MEDIOCAMPISTA','23');
INSERT INTO jugador VALUES(10544, 'Jano', 'Nedor', 'Alzugaray', TO_DATE('1996-3-21', 'YYYY-MM-DD'),16, 'MEDIOCAMPISTA','23');
INSERT INTO jugador VALUES(10545, 'Gabriel', 'Tapari', 'Acosta', TO_DATE('1989-3-19', 'YYYY-MM-DD'),17, 'DEFENSA','23');
INSERT INTO jugador VALUES(10546, 'Nil', 'Vezzoso', 'Duarte', TO_DATE('1987-10-22', 'YYYY-MM-DD'),18, 'DEFENSA','23');
INSERT INTO jugador VALUES(10547, 'Eric', 'Montemurro', 'Fernandez', TO_DATE('1992-3-4', 'YYYY-MM-DD'),19, 'MEDIOCAMPISTA','23');
INSERT INTO jugador VALUES(10548, 'Noel', 'Castro', 'Maccio', TO_DATE('1988-10-21', 'YYYY-MM-DD'),20, 'MEDIOCAMPISTA','23');
INSERT INTO jugador VALUES(10549, 'Guim', 'Pongibove', 'Martinez', TO_DATE('1991-12-15', 'YYYY-MM-DD'),21, 'MEDIOCAMPISTA','23');
INSERT INTO jugador VALUES(10550, 'Yordani', 'Boggio', 'Aparicio', TO_DATE('1996-11-16', 'YYYY-MM-DD'),22, 'PORTERO','23');
INSERT INTO jugador VALUES(10551, 'Santiago', 'Pessano', 'De nardo', TO_DATE('1989-6-11', 'YYYY-MM-DD'),23, 'DEFENSA','23');
INSERT INTO jugador VALUES(10552, 'Ízan', 'Irigaray', 'Inciura', TO_DATE('1986-11-17', 'YYYY-MM-DD'),1, 'PORTERO','24');
INSERT INTO jugador VALUES(10553, 'Sergio', 'Goyoaga', 'Sarti', TO_DATE('1994-4-21', 'YYYY-MM-DD'),2, 'DEFENSA','24');
INSERT INTO jugador VALUES(10554, 'Elián', 'Mangano', 'Etcheverry', TO_DATE('1987-8-26', 'YYYY-MM-DD'),3, 'DEFENSA','24');
INSERT INTO jugador VALUES(10555, 'Alain', 'Albino', 'Haedo', TO_DATE('1995-2-10', 'YYYY-MM-DD'),4, 'DEFENSA','24');
INSERT INTO jugador VALUES(10556, 'Edgar', 'Estrade', 'Lemole', TO_DATE('1995-9-8', 'YYYY-MM-DD'),5, 'DEFENSA','24');
INSERT INTO jugador VALUES(10557, 'Evan', 'Argul', 'Zuñiga', TO_DATE('1992-10-8', 'YYYY-MM-DD'),6, 'MEDIOCAMPISTA','24');
INSERT INTO jugador VALUES(10558, 'Joel', 'Penino', 'Ortiz', TO_DATE('1990-11-6', 'YYYY-MM-DD'),7, 'MEDIOCAMPISTA','24');
INSERT INTO jugador VALUES(10559, 'Zigor', 'Molinari', 'Linn', TO_DATE('1997-9-9', 'YYYY-MM-DD'),8, 'MEDIOCAMPISTA','24');
INSERT INTO jugador VALUES(10560, 'Eithan', 'Szalmian', 'Acuña', TO_DATE('1991-10-18', 'YYYY-MM-DD'),9, 'DELANTERO','24');
INSERT INTO jugador VALUES(10561, 'Yannick', 'Sanchez', 'Alfaro', TO_DATE('1991-12-22', 'YYYY-MM-DD'),10, 'DELANTERO','24');
INSERT INTO jugador VALUES(10562, 'Ángel', 'Rodriguez', 'Oliveira', TO_DATE('1992-6-3', 'YYYY-MM-DD'),11, 'DELANTERO','24');
INSERT INTO jugador VALUES(10563, 'Emiliano', 'Perez', 'Zunino', TO_DATE('1996-1-28', 'YYYY-MM-DD'),12, 'DEFENSA','24');
INSERT INTO jugador VALUES(10564, 'Guido', 'Melo', 'Haubman', TO_DATE('1986-1-1', 'YYYY-MM-DD'),13, 'DEFENSA','24');
INSERT INTO jugador VALUES(10565, 'Izan', 'Goldschmidt', 'Landoni', TO_DATE('1987-10-26', 'YYYY-MM-DD'),14, 'DEFENSA','24');
INSERT INTO jugador VALUES(10566, 'Yannick', 'Asenjo', 'Muñiz', TO_DATE('1992-12-11', 'YYYY-MM-DD'),15, 'DELANTERO','24');
INSERT INTO jugador VALUES(10567, 'Aarón', 'Galan', 'Porrini', TO_DATE('1996-3-25', 'YYYY-MM-DD'),16, 'DEFENSA','24');
INSERT INTO jugador VALUES(10568, 'Santiago', 'De lima', 'Cheveste', TO_DATE('1989-9-21', 'YYYY-MM-DD'),17, 'DELANTERO','24');
INSERT INTO jugador VALUES(10569, 'Brandon', 'Ignatencio', 'Saibene', TO_DATE('1991-8-9', 'YYYY-MM-DD'),18, 'MEDIOCAMPISTA','24');
INSERT INTO jugador VALUES(10570, 'Guido', 'Martinez', 'Hagopian', TO_DATE('1989-2-23', 'YYYY-MM-DD'),19, 'PORTERO','24');
INSERT INTO jugador VALUES(10571, 'Alain', 'Dutra', 'Chiappara', TO_DATE('1988-1-9', 'YYYY-MM-DD'),20, 'MEDIOCAMPISTA','24');
INSERT INTO jugador VALUES(10572, 'Yael', 'Fraigola', 'Echenique', TO_DATE('1984-5-20', 'YYYY-MM-DD'),21, 'PORTERO','24');
INSERT INTO jugador VALUES(10573, 'Ciro', 'Real', 'Garcia', TO_DATE('1983-3-19', 'YYYY-MM-DD'),22, 'PORTERO','24');
INSERT INTO jugador VALUES(10574, 'Arturo', 'Huelmos', 'Ordoli', TO_DATE('1987-11-13', 'YYYY-MM-DD'),23, 'DEFENSA','24');
INSERT INTO jugador VALUES(10575, 'Alain', 'Garat', 'Britos', TO_DATE('1997-3-25', 'YYYY-MM-DD'),1, 'PORTERO','25');
INSERT INTO jugador VALUES(10576, 'Darwin', 'Gonzalez', 'Martinez', TO_DATE('1987-10-12', 'YYYY-MM-DD'),2, 'DEFENSA','25');
INSERT INTO jugador VALUES(10577, 'Carlos', 'Setelich', 'Sum', TO_DATE('1988-5-16', 'YYYY-MM-DD'),3, 'DEFENSA','25');
INSERT INTO jugador VALUES(10578, 'Saúl', 'Argento', 'Saliwonchik', TO_DATE('1990-4-14', 'YYYY-MM-DD'),4, 'DEFENSA','25');
INSERT INTO jugador VALUES(10579, 'Ricardo', 'Dutra', 'Crispiere', TO_DATE('1986-9-9', 'YYYY-MM-DD'),5, 'DEFENSA','25');
INSERT INTO jugador VALUES(10580, 'Miguel', 'Carrasco', 'Servetti', TO_DATE('1992-11-18', 'YYYY-MM-DD'),6, 'MEDIOCAMPISTA','25');
INSERT INTO jugador VALUES(10581, 'Barad', 'Tomasini', 'Benavidez', TO_DATE('1983-7-13', 'YYYY-MM-DD'),7, 'MEDIOCAMPISTA','25');
INSERT INTO jugador VALUES(10582, 'Emiliano', 'Alonso', 'Ayala', TO_DATE('1996-7-6', 'YYYY-MM-DD'),8, 'MEDIOCAMPISTA','25');
INSERT INTO jugador VALUES(10583, 'Lucas', 'Gaona', 'Bertoni', TO_DATE('1996-12-16', 'YYYY-MM-DD'),9, 'DELANTERO','25');
INSERT INTO jugador VALUES(10584, 'Andry', 'Destouet', 'Giordan', TO_DATE('1986-10-11', 'YYYY-MM-DD'),10, 'DELANTERO','25');
INSERT INTO jugador VALUES(10585, 'Enzo', 'Rodrigueaz', 'Lima', TO_DATE('1987-5-12', 'YYYY-MM-DD'),11, 'DELANTERO','25');
INSERT INTO jugador VALUES(10586, 'Mateo', 'Luchelli', 'Alvarez', TO_DATE('1983-12-8', 'YYYY-MM-DD'),12, 'DEFENSA','25');
INSERT INTO jugador VALUES(10587, 'Edgar', 'Vila', 'Saint pasteurs', TO_DATE('1997-8-9', 'YYYY-MM-DD'),13, 'MEDIOCAMPISTA','25');
INSERT INTO jugador VALUES(10588, 'Santiago', 'Maggiolo', 'Ignatencio', TO_DATE('1992-9-27', 'YYYY-MM-DD'),14, 'MEDIOCAMPISTA','25');
INSERT INTO jugador VALUES(10589, 'Yael', 'Scalone', 'Suarez', TO_DATE('1983-8-11', 'YYYY-MM-DD'),15, 'PORTERO','25');
INSERT INTO jugador VALUES(10590, 'Noah', 'Arigon', 'Martinez', TO_DATE('1992-1-20', 'YYYY-MM-DD'),16, 'DELANTERO','25');
INSERT INTO jugador VALUES(10591, 'Lucho', 'Basso', 'Barreiro', TO_DATE('1990-4-15', 'YYYY-MM-DD'),17, 'DEFENSA','25');
INSERT INTO jugador VALUES(10592, 'Izan', 'Barella', 'Calviño', TO_DATE('1990-3-17', 'YYYY-MM-DD'),18, 'DELANTERO','25');
INSERT INTO jugador VALUES(10593, 'Miguel', 'Rodriguez', 'Bideau', TO_DATE('1983-8-3', 'YYYY-MM-DD'),19, 'MEDIOCAMPISTA','25');
INSERT INTO jugador VALUES(10594, 'Trevor', 'Casas', 'Pelufo', TO_DATE('1987-9-2', 'YYYY-MM-DD'),20, 'MEDIOCAMPISTA','25');
INSERT INTO jugador VALUES(10595, 'Bastian', 'Echave', 'Gonzalez', TO_DATE('1984-5-17', 'YYYY-MM-DD'),21, 'PORTERO','25');
INSERT INTO jugador VALUES(10596, 'Miguel', 'Salgado', 'Silva', TO_DATE('1989-2-24', 'YYYY-MM-DD'),22, 'DELANTERO','25');
INSERT INTO jugador VALUES(10597, 'Kenay', 'Zirollo', 'Grassi', TO_DATE('1993-9-21', 'YYYY-MM-DD'),23, 'DEFENSA','25');
INSERT INTO jugador VALUES(10598, 'Barad', 'Alcalde', 'Ferreira', TO_DATE('1994-10-1', 'YYYY-MM-DD'),1, 'PORTERO','26');
INSERT INTO jugador VALUES(10599, 'Yordani', 'Cuculie', 'Larrosa', TO_DATE('1990-4-27', 'YYYY-MM-DD'),2, 'DEFENSA','26');
INSERT INTO jugador VALUES(10600, 'Ángel', 'Chavez', 'Di maggio', TO_DATE('1993-11-15', 'YYYY-MM-DD'),3, 'DEFENSA','26');
INSERT INTO jugador VALUES(10601, 'Miguel', 'Cazajous', 'Moraes fuentes', TO_DATE('1990-11-15', 'YYYY-MM-DD'),4, 'DEFENSA','26');
INSERT INTO jugador VALUES(10602, 'Darwin', 'Olmos', 'Da silva', TO_DATE('1984-10-22', 'YYYY-MM-DD'),5, 'DEFENSA','26');
INSERT INTO jugador VALUES(10603, 'Eric', 'Bonasso', 'Gaona', TO_DATE('1985-10-18', 'YYYY-MM-DD'),6, 'MEDIOCAMPISTA','26');
INSERT INTO jugador VALUES(10604, 'Edgar', 'Gonzalez', 'Altman', TO_DATE('1988-6-1', 'YYYY-MM-DD'),7, 'MEDIOCAMPISTA','26');
INSERT INTO jugador VALUES(10605, 'Yannick', 'Fraga', 'Vazquez', TO_DATE('1983-6-26', 'YYYY-MM-DD'),8, 'MEDIOCAMPISTA','26');
INSERT INTO jugador VALUES(10606, 'Elroy', 'Vidaur', 'Quinteros', TO_DATE('1996-3-5', 'YYYY-MM-DD'),9, 'DELANTERO','26');
INSERT INTO jugador VALUES(10607, 'Thiago', 'Guimaraes', 'Echenique', TO_DATE('1989-4-10', 'YYYY-MM-DD'),10, 'DELANTERO','26');
INSERT INTO jugador VALUES(10608, 'Guido', 'Tellechea', 'Samudio', TO_DATE('1992-12-10', 'YYYY-MM-DD'),11, 'DELANTERO','26');
INSERT INTO jugador VALUES(10609, 'Izan', 'Suarez', 'Rossari', TO_DATE('1989-3-14', 'YYYY-MM-DD'),12, 'PORTERO','26');
INSERT INTO jugador VALUES(10610, 'Fabricio', 'Fernandez', 'Calleros', TO_DATE('1993-12-25', 'YYYY-MM-DD'),13, 'MEDIOCAMPISTA','26');
INSERT INTO jugador VALUES(10611, 'Habacuc', 'Couto', 'Machado', TO_DATE('1997-1-16', 'YYYY-MM-DD'),14, 'DELANTERO','26');
INSERT INTO jugador VALUES(10612, 'Cristian', 'De lima', 'Brit', TO_DATE('1996-10-22', 'YYYY-MM-DD'),15, 'DEFENSA','26');
INSERT INTO jugador VALUES(10613, 'Alain', 'Ivanchenko', 'Alvarez', TO_DATE('1992-8-3', 'YYYY-MM-DD'),16, 'MEDIOCAMPISTA','26');
INSERT INTO jugador VALUES(10614, 'Dylan', 'Viera', 'Giambiassi', TO_DATE('1992-3-19', 'YYYY-MM-DD'),17, 'DELANTERO','26');
INSERT INTO jugador VALUES(10615, 'Noel', 'Buscasso', 'Rodriguez', TO_DATE('1994-9-9', 'YYYY-MM-DD'),18, 'MEDIOCAMPISTA','26');
INSERT INTO jugador VALUES(10616, 'Diego', 'Calvo', 'Campos', TO_DATE('1992-7-23', 'YYYY-MM-DD'),19, 'MEDIOCAMPISTA','26');
INSERT INTO jugador VALUES(10617, 'Romeo', 'Alonzo', 'Rodriguez', TO_DATE('1988-2-26', 'YYYY-MM-DD'),20, 'DELANTERO','26');
INSERT INTO jugador VALUES(10618, 'Ízan', 'Formoso', 'Pou', TO_DATE('1991-5-25', 'YYYY-MM-DD'),21, 'DEFENSA','26');
INSERT INTO jugador VALUES(10619, 'Evan', 'Villaamil', 'Ketenyian', TO_DATE('1993-9-6', 'YYYY-MM-DD'),22, 'DEFENSA','26');
INSERT INTO jugador VALUES(10620, 'Saúl', 'Sandin', 'Castro', TO_DATE('1989-8-14', 'YYYY-MM-DD'),23, 'PORTERO','26');
INSERT INTO jugador VALUES(10621, 'Sam', 'Piera', 'Mazzula', TO_DATE('1983-7-24', 'YYYY-MM-DD'),1, 'PORTERO','27');
INSERT INTO jugador VALUES(10622, 'Edgar', 'Garcia', 'Sebastian', TO_DATE('1996-9-14', 'YYYY-MM-DD'),2, 'DEFENSA','27');
INSERT INTO jugador VALUES(10623, 'Adael', 'Quirici', 'Voarino', TO_DATE('1983-10-5', 'YYYY-MM-DD'),3, 'DEFENSA','27');
INSERT INTO jugador VALUES(10624, 'Alonso', 'Duarte', 'Naranja', TO_DATE('1987-3-12', 'YYYY-MM-DD'),4, 'DEFENSA','27');
INSERT INTO jugador VALUES(10625, 'Alain', 'Montes', 'Lara', TO_DATE('1997-9-24', 'YYYY-MM-DD'),5, 'DEFENSA','27');
INSERT INTO jugador VALUES(10626, 'Brandon', 'Lara', 'Arezzo', TO_DATE('1996-4-2', 'YYYY-MM-DD'),6, 'MEDIOCAMPISTA','27');
INSERT INTO jugador VALUES(10627, 'Roland', 'Arigon', 'Viera', TO_DATE('1992-4-24', 'YYYY-MM-DD'),7, 'MEDIOCAMPISTA','27');
INSERT INTO jugador VALUES(10628, 'Guido', 'Marcona', 'Lopez', TO_DATE('1989-4-20', 'YYYY-MM-DD'),8, 'MEDIOCAMPISTA','27');
INSERT INTO jugador VALUES(10629, 'Gabriel', 'Pongibove', 'Acosta', TO_DATE('1995-10-24', 'YYYY-MM-DD'),9, 'DELANTERO','27');
INSERT INTO jugador VALUES(10630, 'Sergio', 'Berhquet', 'Carrau', TO_DATE('1991-10-26', 'YYYY-MM-DD'),10, 'DELANTERO','27');
INSERT INTO jugador VALUES(10631, 'Jano', 'Guidicelli', 'Daniele', TO_DATE('1994-6-2', 'YYYY-MM-DD'),11, 'DELANTERO','27');
INSERT INTO jugador VALUES(10632, 'Romeo', 'Castro', 'Perez', TO_DATE('1986-5-19', 'YYYY-MM-DD'),12, 'PORTERO','27');
INSERT INTO jugador VALUES(10633, 'Diego', 'Chango', 'Amaro', TO_DATE('1985-8-25', 'YYYY-MM-DD'),13, 'PORTERO','27');
INSERT INTO jugador VALUES(10634, 'Yordani', 'Larumbe', 'Fassio', TO_DATE('1993-3-6', 'YYYY-MM-DD'),14, 'PORTERO','27');
INSERT INTO jugador VALUES(10635, 'Sebastián', 'Sicco', 'Molinari', TO_DATE('1991-5-2', 'YYYY-MM-DD'),15, 'DEFENSA','27');
INSERT INTO jugador VALUES(10636, 'Uriel', 'Figueredo', 'Costa', TO_DATE('1984-11-28', 'YYYY-MM-DD'),16, 'MEDIOCAMPISTA','27');
INSERT INTO jugador VALUES(10637, 'Joel', 'Palermo', 'Rodriguez', TO_DATE('1991-5-1', 'YYYY-MM-DD'),17, 'DEFENSA','27');
INSERT INTO jugador VALUES(10638, 'Adael', 'Barrera', 'Rovetta', TO_DATE('1983-10-16', 'YYYY-MM-DD'),18, 'MEDIOCAMPISTA','27');
INSERT INTO jugador VALUES(10639, 'Evan', 'May', 'Prospero', TO_DATE('1997-9-1', 'YYYY-MM-DD'),19, 'MEDIOCAMPISTA','27');
INSERT INTO jugador VALUES(10640, 'Zigor', 'Posada', 'Mier', TO_DATE('1983-10-10', 'YYYY-MM-DD'),20, 'DELANTERO','27');
INSERT INTO jugador VALUES(10641, 'Julio', 'Bizera', 'Gravier', TO_DATE('1995-10-4', 'YYYY-MM-DD'),21, 'DEFENSA','27');
INSERT INTO jugador VALUES(10642, 'Ciro', 'Rodriguez', 'Rivero', TO_DATE('1984-11-4', 'YYYY-MM-DD'),22, 'DELANTERO','27');
INSERT INTO jugador VALUES(10643, 'Edgar', 'Castillo', 'Rodriguez', TO_DATE('1984-9-23', 'YYYY-MM-DD'),23, 'DELANTERO','27');
INSERT INTO jugador VALUES(10644, 'Ian', 'Busso', 'Stercken', TO_DATE('1987-2-11', 'YYYY-MM-DD'),1, 'PORTERO','28');
INSERT INTO jugador VALUES(10645, 'Yannick', 'Villalba', 'Cetrangolo', TO_DATE('1987-4-10', 'YYYY-MM-DD'),2, 'DEFENSA','28');
INSERT INTO jugador VALUES(10646, 'Ricardo', 'Tomas', 'Santoro', TO_DATE('1990-6-13', 'YYYY-MM-DD'),3, 'DEFENSA','28');
INSERT INTO jugador VALUES(10647, 'Uriel', 'Sanchis', 'Zas', TO_DATE('1984-11-17', 'YYYY-MM-DD'),4, 'DEFENSA','28');
INSERT INTO jugador VALUES(10648, 'Aarón', 'Balletto', 'Dambrosio', TO_DATE('1988-4-24', 'YYYY-MM-DD'),5, 'DEFENSA','28');
INSERT INTO jugador VALUES(10649, 'Gael', 'Rodriguez', 'Gomez', TO_DATE('1984-5-28', 'YYYY-MM-DD'),6, 'MEDIOCAMPISTA','28');
INSERT INTO jugador VALUES(10650, 'Uriel', 'Miranda', 'Gularte', TO_DATE('1993-5-23', 'YYYY-MM-DD'),7, 'MEDIOCAMPISTA','28');
INSERT INTO jugador VALUES(10651, 'Joel', 'Freire', 'Martinez', TO_DATE('1986-4-14', 'YYYY-MM-DD'),8, 'MEDIOCAMPISTA','28');
INSERT INTO jugador VALUES(10652, 'Mirt', 'Bertua', 'Viera', TO_DATE('1988-10-9', 'YYYY-MM-DD'),9, 'DELANTERO','28');
INSERT INTO jugador VALUES(10653, 'Barad', 'Laguna', 'Garcen', TO_DATE('1984-3-21', 'YYYY-MM-DD'),10, 'DELANTERO','28');
INSERT INTO jugador VALUES(10654, 'Edgar', 'Damino', 'Sandoval', TO_DATE('1989-3-5', 'YYYY-MM-DD'),11, 'DELANTERO','28');
INSERT INTO jugador VALUES(10655, 'Guim', 'Gargano', 'Echavarren', TO_DATE('1983-6-7', 'YYYY-MM-DD'),12, 'MEDIOCAMPISTA','28');
INSERT INTO jugador VALUES(10656, 'Andry', 'Dovat', 'Cesar', TO_DATE('1994-9-7', 'YYYY-MM-DD'),13, 'MEDIOCAMPISTA','28');
INSERT INTO jugador VALUES(10657, 'Noel', 'Zirollo', 'Gallo', TO_DATE('1992-10-9', 'YYYY-MM-DD'),14, 'DELANTERO','28');
INSERT INTO jugador VALUES(10658, 'Sean', 'Palumbo', 'Gutierrez', TO_DATE('1985-1-21', 'YYYY-MM-DD'),15, 'DELANTERO','28');
INSERT INTO jugador VALUES(10659, 'Yannick', 'Singlet', 'Wasser', TO_DATE('1987-1-21', 'YYYY-MM-DD'),16, 'DELANTERO','28');
INSERT INTO jugador VALUES(10660, 'Elián', 'Almenar', 'Dominguez', TO_DATE('1986-2-25', 'YYYY-MM-DD'),17, 'DELANTERO','28');
INSERT INTO jugador VALUES(10661, 'Guido', 'Vita', 'Acosta', TO_DATE('1990-5-5', 'YYYY-MM-DD'),18, 'PORTERO','28');
INSERT INTO jugador VALUES(10662, 'Zigor', 'Herrera', 'Acuña', TO_DATE('1986-1-1', 'YYYY-MM-DD'),19, 'PORTERO','28');
INSERT INTO jugador VALUES(10663, 'Noah', 'Servetti', 'Mendaro', TO_DATE('1997-12-21', 'YYYY-MM-DD'),20, 'DEFENSA','28');
INSERT INTO jugador VALUES(10664, 'Uriel', 'Coscia', 'Sonderegger', TO_DATE('1995-1-11', 'YYYY-MM-DD'),21, 'DEFENSA','28');
INSERT INTO jugador VALUES(10665, 'Mario', 'Mena', 'Mañana', TO_DATE('1989-6-1', 'YYYY-MM-DD'),22, 'PORTERO','28');
INSERT INTO jugador VALUES(10666, 'Mirt', 'Gonzalez', 'Rodriguez', TO_DATE('1984-2-18', 'YYYY-MM-DD'),23, 'PORTERO','28');
INSERT INTO jugador VALUES(10667, 'Sam', 'Salles', 'Ghazarian', TO_DATE('1985-4-8', 'YYYY-MM-DD'),1, 'PORTERO','29');
INSERT INTO jugador VALUES(10668, 'Zigor', 'Cabral', 'Peirano', TO_DATE('1990-3-16', 'YYYY-MM-DD'),2, 'DEFENSA','29');
INSERT INTO jugador VALUES(10669, 'Bastian', 'Gonzalez', 'Szalmian', TO_DATE('1990-5-10', 'YYYY-MM-DD'),3, 'DEFENSA','29');
INSERT INTO jugador VALUES(10670, 'Yannick', 'Apesteguy', 'Martinez', TO_DATE('1997-7-1', 'YYYY-MM-DD'),4, 'DEFENSA','29');
INSERT INTO jugador VALUES(10671, 'Noel', 'Serron', 'Alonso', TO_DATE('1984-2-16', 'YYYY-MM-DD'),5, 'DEFENSA','29');
